"","variable","value"
"1064","uncleaned",204
"1065","uncleaned",206
"1066","uncleaned",206
"1067","uncleaned",205
"1068","uncleaned",206
"1069","uncleaned",204
"1070","uncleaned",203
"1071","uncleaned",204
"1072","uncleaned",206
"1073","uncleaned",204
"1074","uncleaned",207
"1075","uncleaned",208
"1076","uncleaned",208
"1077","uncleaned",204
"1078","uncleaned",207
"1079","uncleaned",204
"1080","uncleaned",204
"1081","uncleaned",204
"1082","uncleaned",203
"1083","uncleaned",204
"1084","uncleaned",204
"1085","uncleaned",207
"1086","uncleaned",204
"1087","uncleaned",204
"1088","uncleaned",204
"1089","uncleaned",205
"1090","uncleaned",205
"1091","uncleaned",209
"1092","uncleaned",204
"1093","uncleaned",208
"1094","uncleaned",205
"1095","uncleaned",208
"1096","uncleaned",208
"1097","uncleaned",204
"1098","uncleaned",207
"1099","uncleaned",206
"1100","uncleaned",205
"1101","uncleaned",211
"1102","uncleaned",211
"1103","uncleaned",210
"1104","uncleaned",209
"1105","uncleaned",212
"1106","uncleaned",214
"1107","uncleaned",214
"1108","uncleaned",213
"1109","uncleaned",212
"1110","uncleaned",211
"1111","uncleaned",209
"1112","uncleaned",210
"1113","uncleaned",212
"1114","uncleaned",214
"1115","uncleaned",212
"1116","uncleaned",210
"1117","uncleaned",212
"1118","uncleaned",215
"1119","uncleaned",212
"1120","uncleaned",211
"1121","uncleaned",213
"1122","uncleaned",210
"1123","uncleaned",211
"1124","uncleaned",212
"1125","uncleaned",209
"1126","uncleaned",214
"1127","uncleaned",212
"1128","uncleaned",213
"1129","uncleaned",213
"1130","uncleaned",211
"1131","uncleaned",212
"1132","uncleaned",210
"1133","uncleaned",212
"1134","uncleaned",210
"1135","uncleaned",209
"1136","uncleaned",212
"1137","uncleaned",209
"1138","uncleaned",214
"1139","uncleaned",212
"1140","uncleaned",213
"1141","uncleaned",209
"1142","uncleaned",210
"1143","uncleaned",214
"1144","uncleaned",210
"1145","uncleaned",210
"1146","uncleaned",214
"1147","uncleaned",212
"1148","uncleaned",209
"1149","uncleaned",210
"1150","uncleaned",215
"1151","uncleaned",213
"1152","uncleaned",214
"1153","uncleaned",213
"1154","uncleaned",210
"1155","uncleaned",214
"1156","uncleaned",209
"1157","uncleaned",213
"1158","uncleaned",213
"1159","uncleaned",213
"1160","uncleaned",211
"1161","uncleaned",214
"1162","uncleaned",214
"1163","uncleaned",211
"1164","uncleaned",213
"1165","uncleaned",214
"1166","uncleaned",214
"1167","uncleaned",210
"1168","uncleaned",214
"1169","uncleaned",209
"1170","uncleaned",212
"1171","uncleaned",210
"1172","uncleaned",213
"1173","uncleaned",212
"1174","uncleaned",215
"1175","uncleaned",210
"1176","uncleaned",213
"1177","uncleaned",213
"1178","uncleaned",210
"1179","uncleaned",212
"1180","uncleaned",214
"1181","uncleaned",209
"1182","uncleaned",212
"1183","uncleaned",211
"1184","uncleaned",213
"1185","uncleaned",212
"1186","uncleaned",213
"1187","uncleaned",213
